property,date,season,recommended_price,currency,lead_days,lead_factor,final_price
Tulum 2BR,2026-06-09,low,1700.0,MXN,112,0.9,1530.0
Tulum 2BR,2026-06-10,low,1700.0,MXN,113,0.9,1530.0
Tulum 2BR,2026-06-11,low,1700.0,MXN,114,0.9,1530.0
Tulum 2BR,2026-06-12,low,1955.0,MXN,115,0.9,1759.5
Tulum 2BR,2026-06-13,low,1955.0,MXN,116,0.9,1759.5
Tulum 2BR,2026-06-14,low,1955.0,MXN,117,0.9,1759.5
Tulum 2BR,2026-06-15,low,1700.0,MXN,118,0.9,1530.0
Tulum 2BR,2026-06-16,low,1700.0,MXN,119,0.9,1530.0
Tulum 2BR,2026-06-17,low,1700.0,MXN,120,0.9,1530.0
Tulum 2BR,2026-06-18,low,1700.0,MXN,121,0.9,1530.0
Tulum 2BR,2026-06-19,low,1955.0,MXN,122,0.9,1759.5
Tulum 2BR,2026-06-20,low,1955.0,MXN,123,0.9,1759.5
Tulum 2BR,2026-06-21,low,1955.0,MXN,124,0.9,1759.5
Tulum 2BR,2026-06-22,low,1700.0,MXN,125,0.9,1530.0
Tulum 2BR,2026-06-23,low,1700.0,MXN,126,0.9,1530.0
Tulum 2BR,2026-06-24,low,1700.0,MXN,127,0.9,1530.0
Tulum 2BR,2026-06-25,low,1700.0,MXN,128,0.9,1530.0
Tulum 2BR,2026-06-26,low,1955.0,MXN,129,0.9,1759.5
Tulum 2BR,2026-06-27,low,1955.0,MXN,130,0.9,1759.5
Tulum 2BR,2026-06-28,low,1955.0,MXN,131,0.9,1759.5
Tulum 2BR,2026-06-29,low,1700.0,MXN,132,0.9,1530.0
Tulum 2BR,2026-06-30,low,1700.0,MXN,133,0.9,1530.0
Tulum 2BR,2026-07-01,mid,2300.0,MXN,134,0.9,2070.0
Tulum 2BR,2026-07-02,mid,2300.0,MXN,135,0.9,2070.0
Tulum 2BR,2026-07-03,mid,2645.0,MXN,136,0.9,2380.5
Tulum 2BR,2026-07-04,mid,2645.0,MXN,137,0.9,2380.5
Tulum 2BR,2026-07-05,mid,2645.0,MXN,138,0.9,2380.5
Tulum 2BR,2026-07-06,mid,2300.0,MXN,139,0.9,2070.0
Tulum 2BR,2026-07-07,mid,2300.0,MXN,140,0.9,2070.0
Tulum 2BR,2026-07-08,mid,2300.0,MXN,141,0.9,2070.0
Tulum 2BR,2026-07-09,mid,2300.0,MXN,142,0.9,2070.0
Tulum 2BR,2026-07-10,mid,2645.0,MXN,143,0.9,2380.5
Tulum 2BR,2026-07-11,mid,2645.0,MXN,144,0.9,2380.5
Tulum 2BR,2026-07-12,mid,2645.0,MXN,145,0.9,2380.5
Tulum 2BR,2026-07-13,mid,2300.0,MXN,146,0.9,2070.0
Tulum 2BR,2026-07-14,mid,2300.0,MXN,147,0.9,2070.0
Tulum 2BR,2026-07-15,mid,2300.0,MXN,148,0.9,2070.0
Tulum 2BR,2026-07-16,mid,2300.0,MXN,149,0.9,2070.0
Tulum 2BR,2026-07-17,mid,2645.0,MXN,150,0.9,2380.5
Tulum 2BR,2026-07-18,mid,2645.0,MXN,151,0.9,2380.5
Tulum 2BR,2026-07-19,mid,2645.0,MXN,152,0.9,2380.5
Tulum 2BR,2026-07-20,mid,2300.0,MXN,153,0.9,2070.0
Tulum 2BR,2026-07-21,mid,2300.0,MXN,154,0.9,2070.0
Tulum 2BR,2026-07-22,mid,2300.0,MXN,155,0.9,2070.0
Tulum 2BR,2026-07-23,mid,2300.0,MXN,156,0.9,2070.0
Tulum 2BR,2026-07-24,mid,2645.0,MXN,157,0.9,2380.5
Tulum 2BR,2026-07-25,mid,2645.0,MXN,158,0.9,2380.5
Tulum 2BR,2026-07-26,mid,2645.0,MXN,159,0.9,2380.5
Tulum 2BR,2026-07-27,mid,2300.0,MXN,160,0.9,2070.0
Tulum 2BR,2026-07-28,mid,2300.0,MXN,161,0.9,2070.0
Tulum 2BR,2026-07-29,mid,2300.0,MXN,162,0.9,2070.0
Tulum 2BR,2026-07-30,mid,2300.0,MXN,163,0.9,2070.0
Tulum 2BR,2026-07-31,mid,2645.0,MXN,164,0.9,2380.5
Tulum 2BR,2026-08-01,mid,2645.0,MXN,165,0.9,2380.5
Tulum 2BR,2026-08-02,mid,2645.0,MXN,166,0.9,2380.5
Tulum 2BR,2026-08-03,mid,2300.0,MXN,167,0.9,2070.0
Tulum 2BR,2026-08-04,mid,2300.0,MXN,168,0.9,2070.0
Tulum 2BR,2026-08-05,mid,2300.0,MXN,169,0.9,2070.0
Tulum 2BR,2026-08-06,mid,2300.0,MXN,170,0.9,2070.0
Tulum 2BR,2026-08-07,mid,2645.0,MXN,171,0.9,2380.5
Tulum 2BR,2026-08-08,mid,2645.0,MXN,172,0.9,2380.5
Tulum 2BR,2026-08-09,mid,2645.0,MXN,173,0.9,2380.5
Tulum 2BR,2026-08-10,mid,2300.0,MXN,174,0.9,2070.0
Tulum 2BR,2026-08-11,mid,2300.0,MXN,175,0.9,2070.0
Tulum 2BR,2026-08-12,mid,2300.0,MXN,176,0.9,2070.0
Tulum 2BR,2026-08-13,mid,2300.0,MXN,177,0.9,2070.0
Tulum 2BR,2026-08-14,mid,2645.0,MXN,178,0.9,2380.5
Tulum 2BR,2026-08-15,mid,2645.0,MXN,179,0.9,2380.5
Tulum 2BR,2026-08-16,mid,2645.0,MXN,180,0.9,2380.5
Tulum 2BR,2026-08-17,mid,2300.0,MXN,181,0.9,2070.0
Tulum 2BR,2026-08-18,mid,2300.0,MXN,182,0.9,2070.0
Tulum 2BR,2026-08-19,mid,2300.0,MXN,183,0.9,2070.0
Tulum 2BR,2026-08-20,mid,2300.0,MXN,184,0.9,2070.0
Tulum 2BR,2026-08-21,mid,2645.0,MXN,185,0.9,2380.5
Tulum 2BR,2026-08-22,mid,2645.0,MXN,186,0.9,2380.5
Tulum 2BR,2026-08-23,mid,2645.0,MXN,187,0.9,2380.5
Tulum 2BR,2026-08-24,mid,2300.0,MXN,188,0.9,2070.0
Tulum 2BR,2026-08-25,mid,2300.0,MXN,189,0.9,2070.0
Tulum 2BR,2026-08-26,mid,2300.0,MXN,190,0.9,2070.0
Tulum 2BR,2026-08-27,mid,2300.0,MXN,191,0.9,2070.0
Tulum 2BR,2026-08-28,mid,2645.0,MXN,192,0.9,2380.5
Tulum 2BR,2026-08-29,mid,2645.0,MXN,193,0.9,2380.5
Tulum 2BR,2026-08-30,mid,2645.0,MXN,194,0.9,2380.5
Tulum 2BR,2026-08-31,mid,2300.0,MXN,195,0.9,2070.0
Tulum 2BR,2026-09-01,low,1700.0,MXN,196,0.9,1530.0
Tulum 2BR,2026-09-02,low,1700.0,MXN,197,0.9,1530.0
Tulum 2BR,2026-09-03,low,1700.0,MXN,198,0.9,1530.0
Tulum 2BR,2026-09-04,low,1955.0,MXN,199,0.9,1759.5
Tulum 2BR,2026-09-05,low,1955.0,MXN,200,0.9,1759.5
Tulum 2BR,2026-09-06,low,1955.0,MXN,201,0.9,1759.5
Tulum 2BR,2026-09-07,low,1700.0,MXN,202,0.9,1530.0
Tulum 2BR,2026-09-08,low,1700.0,MXN,203,0.9,1530.0
Tulum 2BR,2026-09-09,low,1700.0,MXN,204,0.9,1530.0
Tulum 2BR,2026-09-10,low,1700.0,MXN,205,0.9,1530.0
Tulum 2BR,2026-09-11,low,1955.0,MXN,206,0.9,1759.5
Tulum 2BR,2026-09-12,low,1955.0,MXN,207,0.9,1759.5
Tulum 2BR,2026-09-13,low,1955.0,MXN,208,0.9,1759.5
Tulum 2BR,2026-09-14,low,1700.0,MXN,209,0.9,1530.0
Tulum 2BR,2026-09-15,low,1700.0,MXN,210,0.9,1530.0
Tulum 2BR,2026-09-16,low,1700.0,MXN,211,0.9,1530.0
Tulum 2BR,2026-09-17,low,1700.0,MXN,212,0.9,1530.0
Tulum 2BR,2026-09-18,low,1955.0,MXN,213,0.9,1759.5
Tulum 2BR,2026-09-19,low,1955.0,MXN,214,0.9,1759.5
Tulum 2BR,2026-09-20,low,1955.0,MXN,215,0.9,1759.5
Tulum 2BR,2026-09-21,low,1700.0,MXN,216,0.9,1530.0
Tulum 2BR,2026-09-22,low,1700.0,MXN,217,0.9,1530.0
Tulum 2BR,2026-09-23,low,1700.0,MXN,218,0.9,1530.0
Tulum 2BR,2026-09-24,low,1700.0,MXN,219,0.9,1530.0
Tulum 2BR,2026-09-25,low,1955.0,MXN,220,0.9,1759.5
Tulum 2BR,2026-09-26,low,1955.0,MXN,221,0.9,1759.5
Tulum 2BR,2026-09-27,low,1955.0,MXN,222,0.9,1759.5
Tulum 2BR,2026-09-28,low,1700.0,MXN,223,0.9,1530.0
Tulum 2BR,2026-09-29,low,1700.0,MXN,224,0.9,1530.0
Tulum 2BR,2026-09-30,low,1700.0,MXN,225,0.9,1530.0
Tulum 2BR,2026-10-01,low,1700.0,MXN,226,0.9,1530.0
Tulum 2BR,2026-10-02,low,1955.0,MXN,227,0.9,1759.5
Tulum 2BR,2026-10-03,low,1955.0,MXN,228,0.9,1759.5
Tulum 2BR,2026-10-04,low,1955.0,MXN,229,0.9,1759.5
Tulum 2BR,2026-10-05,low,1700.0,MXN,230,0.9,1530.0
Tulum 2BR,2026-10-06,low,1700.0,MXN,231,0.9,1530.0
Tulum 2BR,2026-10-07,low,1700.0,MXN,232,0.9,1530.0
Tulum 2BR,2026-10-08,low,1700.0,MXN,233,0.9,1530.0
Tulum 2BR,2026-10-09,low,1955.0,MXN,234,0.9,1759.5
Tulum 2BR,2026-10-10,low,1955.0,MXN,235,0.9,1759.5
Tulum 2BR,2026-10-11,low,1955.0,MXN,236,0.9,1759.5
Tulum 2BR,2026-10-12,low,1700.0,MXN,237,0.9,1530.0
Tulum 2BR,2026-10-13,low,1700.0,MXN,238,0.9,1530.0
Tulum 2BR,2026-10-14,low,1700.0,MXN,239,0.9,1530.0
Tulum 2BR,2026-10-15,low,1700.0,MXN,240,0.9,1530.0
Tulum 2BR,2026-10-16,low,1955.0,MXN,241,0.9,1759.5
Tulum 2BR,2026-10-17,low,1955.0,MXN,242,0.9,1759.5
Tulum 2BR,2026-10-18,low,1955.0,MXN,243,0.9,1759.5
Tulum 2BR,2026-10-19,low,1700.0,MXN,244,0.9,1530.0
Tulum 2BR,2026-10-20,low,1700.0,MXN,245,0.9,1530.0
Tulum 2BR,2026-10-21,low,1700.0,MXN,246,0.9,1530.0
Tulum 2BR,2026-10-22,low,1700.0,MXN,247,0.9,1530.0
Tulum 2BR,2026-10-23,low,1955.0,MXN,248,0.9,1759.5
Tulum 2BR,2026-10-24,low,1955.0,MXN,249,0.9,1759.5
Tulum 2BR,2026-10-25,low,1955.0,MXN,250,0.9,1759.5
Tulum 2BR,2026-10-26,low,1700.0,MXN,251,0.9,1530.0
Tulum 2BR,2026-10-27,low,1700.0,MXN,252,0.9,1530.0
Tulum 2BR,2026-10-28,low,1700.0,MXN,253,0.9,1530.0
Tulum 2BR,2026-10-29,low,1700.0,MXN,254,0.9,1530.0
Tulum 2BR,2026-10-30,low,1955.0,MXN,255,0.9,1759.5
Tulum 2BR,2026-10-31,low,1955.0,MXN,256,0.9,1759.5
Tulum 2BR,2026-11-01,low,1955.0,MXN,257,0.9,1759.5
Tulum 2BR,2026-11-02,low,1700.0,MXN,258,0.9,1530.0
Tulum 2BR,2026-11-03,low,1700.0,MXN,259,0.9,1530.0
Tulum 2BR,2026-11-04,low,1700.0,MXN,260,0.9,1530.0
Tulum 2BR,2026-11-05,low,1700.0,MXN,261,0.9,1530.0
Tulum 2BR,2026-11-06,low,1955.0,MXN,262,0.9,1759.5
Tulum 2BR,2026-11-07,low,1955.0,MXN,263,0.9,1759.5
Tulum 2BR,2026-11-08,low,1955.0,MXN,264,0.9,1759.5
Tulum 2BR,2026-11-09,low,1700.0,MXN,265,0.9,1530.0
Tulum 2BR,2026-11-10,low,1700.0,MXN,266,0.9,1530.0
Tulum 2BR,2026-11-11,low,1700.0,MXN,267,0.9,1530.0
Tulum 2BR,2026-11-12,low,1700.0,MXN,268,0.9,1530.0
Tulum 2BR,2026-11-13,low,1955.0,MXN,269,0.9,1759.5
Tulum 2BR,2026-11-14,low,1955.0,MXN,270,0.9,1759.5
Tulum 2BR,2026-11-15,low,1955.0,MXN,271,0.9,1759.5
Tulum 2BR,2026-11-16,low,1700.0,MXN,272,0.9,1530.0
Tulum 2BR,2026-11-17,low,1700.0,MXN,273,0.9,1530.0
Tulum 2BR,2026-11-18,low,1700.0,MXN,274,0.9,1530.0
Tulum 2BR,2026-11-19,low,1700.0,MXN,275,0.9,1530.0
Tulum 2BR,2026-11-20,low,1955.0,MXN,276,0.9,1759.5
Tulum 2BR,2026-11-21,low,1955.0,MXN,277,0.9,1759.5
Tulum 2BR,2026-11-22,low,1955.0,MXN,278,0.9,1759.5
Tulum 2BR,2026-11-23,low,1700.0,MXN,279,0.9,1530.0
Tulum 2BR,2026-11-24,low,1700.0,MXN,280,0.9,1530.0
Tulum 2BR,2026-11-25,low,1700.0,MXN,281,0.9,1530.0
Tulum 2BR,2026-11-26,low,1700.0,MXN,282,0.9,1530.0
Tulum 2BR,2026-11-27,low,1955.0,MXN,283,0.9,1759.5
Tulum 2BR,2026-11-28,low,1955.0,MXN,284,0.9,1759.5
Tulum 2BR,2026-11-29,low,1955.0,MXN,285,0.9,1759.5
Tulum 2BR,2026-11-30,low,1700.0,MXN,286,0.9,1530.0
Tulum 2BR,2026-12-01,high,2800.0,MXN,287,0.9,2520.0
Tulum 2BR,2026-12-02,high,2800.0,MXN,288,0.9,2520.0
Tulum 2BR,2026-12-03,high,2800.0,MXN,289,0.9,2520.0
Tulum 2BR,2026-12-04,high,3220.0,MXN,290,0.9,2898.0
Tulum 2BR,2026-12-05,high,3220.0,MXN,291,0.9,2898.0
Tulum 2BR,2026-12-06,high,3220.0,MXN,292,0.9,2898.0
Tulum 2BR,2026-12-07,high,2800.0,MXN,293,0.9,2520.0
Tulum 2BR,2026-12-08,high,2800.0,MXN,294,0.9,2520.0
Tulum 2BR,2026-12-09,high,2800.0,MXN,295,0.9,2520.0
Tulum 2BR,2026-12-10,high,2800.0,MXN,296,0.9,2520.0
Tulum 2BR,2026-12-11,high,3220.0,MXN,297,0.9,2898.0
Tulum 2BR,2026-12-12,high,3220.0,MXN,298,0.9,2898.0
Tulum 2BR,2026-12-13,high,3220.0,MXN,299,0.9,2898.0
Tulum 2BR,2026-12-14,high,2800.0,MXN,300,0.9,2520.0
Tulum 2BR,2026-12-15,high,2800.0,MXN,301,0.9,2520.0
Tulum 2BR,2026-12-16,high,2800.0,MXN,302,0.9,2520.0
Tulum 2BR,2026-12-17,high,2800.0,MXN,303,0.9,2520.0
Tulum 2BR,2026-12-18,high,3220.0,MXN,304,0.9,2898.0
Tulum 2BR,2026-12-19,high,3220.0,MXN,305,0.9,2898.0
Tulum 2BR,2026-12-20,high,3220.0,MXN,306,0.9,2898.0
Tulum 2BR,2026-12-21,high,2800.0,MXN,307,0.9,2520.0
Tulum 2BR,2026-12-22,high,2800.0,MXN,308,0.9,2520.0
Tulum 2BR,2026-12-23,high,2800.0,MXN,309,0.9,2520.0
Tulum 2BR,2026-12-24,high,2800.0,MXN,310,0.9,2520.0
Tulum 2BR,2026-12-25,high,3220.0,MXN,311,0.9,2898.0
Tulum 2BR,2026-12-26,high,3220.0,MXN,312,0.9,2898.0
Tulum 2BR,2026-12-27,high,3220.0,MXN,313,0.9,2898.0
Tulum 2BR,2026-12-28,high,2800.0,MXN,314,0.9,2520.0
Tulum 2BR,2026-12-29,high,2800.0,MXN,315,0.9,2520.0
Tulum 2BR,2026-12-30,high,2800.0,MXN,316,0.9,2520.0
Tulum 2BR,2026-12-31,high,2800.0,MXN,317,0.9,2520.0
Tankah 1BR Beachfront,2026-02-17,high,350.0,USD,0,0.85,297.5
Tankah 1BR Beachfront,2026-02-18,high,350.0,USD,1,0.85,297.5
Tankah 1BR Beachfront,2026-02-19,high,350.0,USD,2,0.85,297.5
Tankah 1BR Beachfront,2026-02-20,high,402.5,USD,3,0.85,342.12
Tankah 1BR Beachfront,2026-02-21,high,402.5,USD,4,0.85,342.12
Tankah 1BR Beachfront,2026-02-22,high,402.5,USD,5,0.85,342.12
Tankah 1BR Beachfront,2026-02-23,high,350.0,USD,6,0.85,297.5
Tankah 1BR Beachfront,2026-02-24,high,350.0,USD,7,0.85,297.5
Tankah 1BR Beachfront,2026-02-25,high,350.0,USD,8,1.1,385.0
Tankah 1BR Beachfront,2026-02-26,high,350.0,USD,9,1.1,385.0
Tankah 1BR Beachfront,2026-02-27,high,402.5,USD,10,1.1,442.75
Tankah 1BR Beachfront,2026-02-28,high,402.5,USD,11,1.1,442.75
Tankah 1BR Beachfront,2026-03-01,high,402.5,USD,12,1.1,442.75
Tankah 1BR Beachfront,2026-03-02,high,350.0,USD,13,1.1,385.0
Tankah 1BR Beachfront,2026-03-03,high,350.0,USD,14,1.1,385.0
Tankah 1BR Beachfront,2026-03-04,high,350.0,USD,15,1.1,385.0
Tankah 1BR Beachfront,2026-03-05,high,350.0,USD,16,1.1,385.0
Tankah 1BR Beachfront,2026-03-06,high,402.5,USD,17,1.1,442.75
Tankah 1BR Beachfront,2026-03-07,high,402.5,USD,18,1.1,442.75
Tankah 1BR Beachfront,2026-03-08,high,402.5,USD,19,1.1,442.75
Tankah 1BR Beachfront,2026-03-09,high,350.0,USD,20,1.1,385.0
Tankah 1BR Beachfront,2026-03-10,high,350.0,USD,21,1.1,385.0
Tankah 1BR Beachfront,2026-03-11,high,350.0,USD,22,1.1,385.0
Tankah 1BR Beachfront,2026-03-12,high,350.0,USD,23,1.1,385.0
Tankah 1BR Beachfront,2026-03-13,high,402.5,USD,24,1.1,442.75
Tankah 1BR Beachfront,2026-03-14,high,402.5,USD,25,1.1,442.75
Tankah 1BR Beachfront,2026-03-15,high,402.5,USD,26,1.1,442.75
Tankah 1BR Beachfront,2026-03-16,high,350.0,USD,27,1.1,385.0
Tankah 1BR Beachfront,2026-03-17,high,350.0,USD,28,1.1,385.0
Tankah 1BR Beachfront,2026-03-18,high,350.0,USD,29,1.1,385.0
Tankah 1BR Beachfront,2026-03-19,high,350.0,USD,30,1.1,385.0
Tankah 1BR Beachfront,2026-03-20,high,402.5,USD,31,1.0,402.5
Tankah 1BR Beachfront,2026-03-21,high,402.5,USD,32,1.0,402.5
Tankah 1BR Beachfront,2026-03-22,high,402.5,USD,33,1.0,402.5
Tankah 1BR Beachfront,2026-03-23,high,350.0,USD,34,1.0,350.0
Tankah 1BR Beachfront,2026-03-24,high,350.0,USD,35,1.0,350.0
Tankah 1BR Beachfront,2026-03-25,high,350.0,USD,36,1.0,350.0
Tankah 1BR Beachfront,2026-03-26,high,350.0,USD,37,1.0,350.0
Tankah 1BR Beachfront,2026-03-27,high,402.5,USD,38,1.0,402.5
Tankah 1BR Beachfront,2026-03-28,high,402.5,USD,39,1.0,402.5
Tankah 1BR Beachfront,2026-03-29,high,402.5,USD,40,1.0,402.5
Tankah 1BR Beachfront,2026-03-30,high,350.0,USD,41,1.0,350.0
Tankah 1BR Beachfront,2026-03-31,high,350.0,USD,42,1.0,350.0
Tankah 1BR Beachfront,2026-04-01,high,350.0,USD,43,1.0,350.0
Tankah 1BR Beachfront,2026-04-02,high,350.0,USD,44,1.0,350.0
Tankah 1BR Beachfront,2026-04-03,high,402.5,USD,45,1.0,402.5
Tankah 1BR Beachfront,2026-04-04,high,402.5,USD,46,1.0,402.5
Tankah 1BR Beachfront,2026-04-05,high,402.5,USD,47,1.0,402.5
Tankah 1BR Beachfront,2026-04-06,high,350.0,USD,48,1.0,350.0
Tankah 1BR Beachfront,2026-04-07,high,350.0,USD,49,1.0,350.0
Tankah 1BR Beachfront,2026-04-08,high,350.0,USD,50,1.0,350.0
Tankah 1BR Beachfront,2026-04-09,high,350.0,USD,51,1.0,350.0
Tankah 1BR Beachfront,2026-04-10,high,402.5,USD,52,1.0,402.5
Tankah 1BR Beachfront,2026-04-11,high,402.5,USD,53,1.0,402.5
Tankah 1BR Beachfront,2026-04-12,high,402.5,USD,54,1.0,402.5
Tankah 1BR Beachfront,2026-04-13,high,350.0,USD,55,1.0,350.0
Tankah 1BR Beachfront,2026-04-14,high,350.0,USD,56,1.0,350.0
Tankah 1BR Beachfront,2026-04-15,high,350.0,USD,57,1.0,350.0
Tankah 1BR Beachfront,2026-04-16,high,350.0,USD,58,1.0,350.0
Tankah 1BR Beachfront,2026-04-17,high,402.5,USD,59,1.0,402.5
Tankah 1BR Beachfront,2026-04-18,high,402.5,USD,60,1.0,402.5
Tankah 1BR Beachfront,2026-04-19,high,402.5,USD,61,1.0,402.5
Tankah 1BR Beachfront,2026-04-20,high,350.0,USD,62,1.0,350.0
Tankah 1BR Beachfront,2026-04-21,high,350.0,USD,63,1.0,350.0
Tankah 1BR Beachfront,2026-04-22,high,350.0,USD,64,1.0,350.0
Tankah 1BR Beachfront,2026-04-23,high,350.0,USD,65,1.0,350.0
Tankah 1BR Beachfront,2026-04-24,high,402.5,USD,66,1.0,402.5
Tankah 1BR Beachfront,2026-04-25,high,402.5,USD,67,1.0,402.5
Tankah 1BR Beachfront,2026-04-26,high,402.5,USD,68,1.0,402.5
Tankah 1BR Beachfront,2026-04-27,high,350.0,USD,69,1.0,350.0
Tankah 1BR Beachfront,2026-04-28,high,350.0,USD,70,1.0,350.0
Tankah 1BR Beachfront,2026-04-29,high,350.0,USD,71,1.0,350.0
Tankah 1BR Beachfront,2026-04-30,high,350.0,USD,72,1.0,350.0
Tankah 1BR Beachfront,2026-05-01,low,244.37,USD,73,1.0,244.37
Tankah 1BR Beachfront,2026-05-02,low,244.37,USD,74,1.0,244.37
Tankah 1BR Beachfront,2026-05-03,low,244.37,USD,75,1.0,244.37
Tankah 1BR Beachfront,2026-05-04,low,212.5,USD,76,1.0,212.5
Tankah 1BR Beachfront,2026-05-05,low,212.5,USD,77,1.0,212.5
Tankah 1BR Beachfront,2026-05-06,low,212.5,USD,78,1.0,212.5
Tankah 1BR Beachfront,2026-05-07,low,212.5,USD,79,1.0,212.5
Tankah 1BR Beachfront,2026-05-08,low,244.37,USD,80,1.0,244.37
Tankah 1BR Beachfront,2026-05-09,low,244.37,USD,81,1.0,244.37
Tankah 1BR Beachfront,2026-05-10,low,244.37,USD,82,1.0,244.37
Tankah 1BR Beachfront,2026-05-11,low,212.5,USD,83,1.0,212.5
Tankah 1BR Beachfront,2026-05-12,low,212.5,USD,84,1.0,212.5
Tankah 1BR Beachfront,2026-05-13,low,212.5,USD,85,1.0,212.5
Tankah 1BR Beachfront,2026-05-14,low,212.5,USD,86,1.0,212.5
Tankah 1BR Beachfront,2026-05-15,low,244.37,USD,87,1.0,244.37
Tankah 1BR Beachfront,2026-05-16,low,244.37,USD,88,1.0,244.37
Tankah 1BR Beachfront,2026-05-17,low,244.37,USD,89,1.0,244.37
Tankah 1BR Beachfront,2026-05-18,low,212.5,USD,90,1.0,212.5
Tankah 1BR Beachfront,2026-05-19,low,212.5,USD,91,0.9,191.25
Tankah 1BR Beachfront,2026-05-20,low,212.5,USD,92,0.9,191.25
Tankah 1BR Beachfront,2026-05-21,low,212.5,USD,93,0.9,191.25
Tankah 1BR Beachfront,2026-05-22,low,244.37,USD,94,0.9,219.93
Tankah 1BR Beachfront,2026-05-23,low,244.37,USD,95,0.9,219.93
Tankah 1BR Beachfront,2026-05-24,low,244.37,USD,96,0.9,219.93
Tankah 1BR Beachfront,2026-05-25,low,212.5,USD,97,0.9,191.25
Tankah 1BR Beachfront,2026-05-26,low,212.5,USD,98,0.9,191.25
Tankah 1BR Beachfront,2026-05-27,low,212.5,USD,99,0.9,191.25
Tankah 1BR Beachfront,2026-05-28,low,212.5,USD,100,0.9,191.25
Tankah 1BR Beachfront,2026-05-29,low,244.37,USD,101,0.9,219.93
Tankah 1BR Beachfront,2026-05-30,low,244.37,USD,102,0.9,219.93
Tankah 1BR Beachfront,2026-05-31,low,244.37,USD,103,0.9,219.93
Tankah 1BR Beachfront,2026-06-01,low,212.5,USD,104,0.9,191.25
Tankah 1BR Beachfront,2026-06-02,low,212.5,USD,105,0.9,191.25
Tankah 1BR Beachfront,2026-06-03,low,212.5,USD,106,0.9,191.25
Tankah 1BR Beachfront,2026-06-04,low,212.5,USD,107,0.9,191.25
Tankah 1BR Beachfront,2026-06-05,low,244.37,USD,108,0.9,219.93
Tankah 1BR Beachfront,2026-06-06,low,244.37,USD,109,0.9,219.93
Tankah 1BR Beachfront,2026-06-07,low,244.37,USD,110,0.9,219.93
Tankah 1BR Beachfront,2026-06-08,low,212.5,USD,111,0.9,191.25
Tankah 1BR Beachfront,2026-06-09,low,212.5,USD,112,0.9,191.25
Tankah 1BR Beachfront,2026-06-10,low,212.5,USD,113,0.9,191.25
Tankah 1BR Beachfront,2026-06-11,low,212.5,USD,114,0.9,191.25
Tankah 1BR Beachfront,2026-06-12,low,244.37,USD,115,0.9,219.93
Tankah 1BR Beachfront,2026-06-13,low,244.37,USD,116,0.9,219.93
Tankah 1BR Beachfront,2026-06-14,low,244.37,USD,117,0.9,219.93
Tankah 1BR Beachfront,2026-06-15,low,212.5,USD,118,0.9,191.25
Tankah 1BR Beachfront,2026-06-16,low,212.5,USD,119,0.9,191.25
Tankah 1BR Beachfront,2026-06-17,low,212.5,USD,120,0.9,191.25
Tankah 1BR Beachfront,2026-06-18,low,212.5,USD,121,0.9,191.25
Tankah 1BR Beachfront,2026-06-19,low,244.37,USD,122,0.9,219.93
Tankah 1BR Beachfront,2026-06-20,low,244.37,USD,123,0.9,219.93
Tankah 1BR Beachfront,2026-06-21,low,244.37,USD,124,0.9,219.93
Tankah 1BR Beachfront,2026-06-22,low,212.5,USD,125,0.9,191.25
Tankah 1BR Beachfront,2026-06-23,low,212.5,USD,126,0.9,191.25
Tankah 1BR Beachfront,2026-06-24,low,212.5,USD,127,0.9,191.25
Tankah 1BR Beachfront,2026-06-25,low,212.5,USD,128,0.9,191.25
Tankah 1BR Beachfront,2026-06-26,low,244.37,USD,129,0.9,219.93
Tankah 1BR Beachfront,2026-06-27,low,244.37,USD,130,0.9,219.93
Tankah 1BR Beachfront,2026-06-28,low,244.37,USD,131,0.9,219.93
Tankah 1BR Beachfront,2026-06-29,low,212.5,USD,132,0.9,191.25
Tankah 1BR Beachfront,2026-06-30,low,212.5,USD,133,0.9,191.25
Tankah 1BR Beachfront,2026-07-01,mid,287.5,USD,134,0.9,258.75
Tankah 1BR Beachfront,2026-07-02,mid,287.5,USD,135,0.9,258.75
Tankah 1BR Beachfront,2026-07-03,mid,330.62,USD,136,0.9,297.56
Tankah 1BR Beachfront,2026-07-04,mid,330.62,USD,137,0.9,297.56
Tankah 1BR Beachfront,2026-07-05,mid,330.62,USD,138,0.9,297.56
Tankah 1BR Beachfront,2026-07-06,mid,287.5,USD,139,0.9,258.75
Tankah 1BR Beachfront,2026-07-07,mid,287.5,USD,140,0.9,258.75
Tankah 1BR Beachfront,2026-07-08,mid,287.5,USD,141,0.9,258.75
Tankah 1BR Beachfront,2026-07-09,mid,287.5,USD,142,0.9,258.75
Tankah 1BR Beachfront,2026-07-10,mid,330.62,USD,143,0.9,297.56
Tankah 1BR Beachfront,2026-07-11,mid,330.62,USD,144,0.9,297.56
Tankah 1BR Beachfront,2026-07-12,mid,330.62,USD,145,0.9,297.56
Tankah 1BR Beachfront,2026-07-13,mid,287.5,USD,146,0.9,258.75
Tankah 1BR Beachfront,2026-07-14,mid,287.5,USD,147,0.9,258.75
Tankah 1BR Beachfront,2026-07-15,mid,287.5,USD,148,0.9,258.75
Tankah 1BR Beachfront,2026-07-16,mid,287.5,USD,149,0.9,258.75
Tankah 1BR Beachfront,2026-07-17,mid,330.62,USD,150,0.9,297.56
